Order_ID,Customer_ID,Product_ID,Product_Name,Quantity,Unit_Price,Discount_Amount,Tax_Amount,Shipping_Charge,Payment_Mode,Order_Status,Total_Amount,Order_Date_New,Customers_name,Gender,Age,Email,Phone,City,State,Country,Pincode,Registration_Date,Membership_label,Loyalty_Points,Preferred_Device,Date_of_Birth_New,Payment_ID,Payment_Status,tarnsaction_fee,Refund_Amount,Refund_Date_New,Payments_Dates,Category,Sub_Category,Brand,SKU,Cost_Price,Selling_Price,Profit_Margin,Discount,Stock_Quantity,Reorder_Level,Product_Rating,Product_Status,Launch_Dates_New
ORD-008,0000-08,PD-473,Roadster Watches Model 473,1,7717,2441,1645,150,Debit Card,Delivered,7071,2023-06-23,Rahul Kumar,Other,22,rahul8@example.com,9602097683,Ahmedabad,Gujarat,India,757411,45935,New,15,Desktop site,2003-10-19,PAY-30008,Success,204.08,0.0,,2023-06-23,Fashion,Watches,Roadster,SKU-FAS-0473,15200,19853,0.234373,37,1446,177,4.4,Active,2024-09-14
ORD-009,0000-09,PD-021,VanHeusen Clothing Model 21,2,28274,2192,1823,50,UPI,Cancelled,56229,2023-12-10,Aakash Gupta,Male,60,aakash9@example.com,9602097684,Jaipur,Rajasthan,India,676111,45142,New,17,Mobile Mobile App,1965-04-25,PAY-30009,Success,136.15,0.0,,2023-12-10,Fashion,Clothing,VanHeusen,SKU-FAS-0021,16190,28756,0.436987,1,912,49,4.0,Active,2025-01-25
ORD-009,0000-09,PD-021,VanHeusen Clothing Model 21,2,28274,2192,1823,50,UPI,Cancelled,56229,2023-12-10,Aakash Gupta,Male,60,aakash9@example.com,9602097684,Jaipur,Rajasthan,India,676111,45142,New,17,Mobile Mobile App,1965-04-25,PAY-30009,Success,136.15,0.0,,2023-12-10,Fashion,Clothing,VanHeusen,SKU-FAS-0021,16190,28756,0.436987,1,912,49,4.0,Active,2025-01-25
ORD-010,0000-10,PD-182,Asics Outdoor Model 182,4,30777,4122,358,100,COD,Delivered,119444,2023-03-23,Amit Gupta,Female,32,amit10@example.com,9602097685,Lucknow,Uttar Pradesh,India,151458,46023,New,17,Mobile Mobile App,1993-12-16,PAY-30010,Success,293.24,0.0,,2023-03-23,Sports,Outdoor,Asics,SKU-SPO-0182,14568,17603,0.172414,37,214,93,4.1,Active,2025-02-07
ORD-010,0000-10,PD-182,Asics Outdoor Model 182,4,30777,4122,358,100,COD,Delivered,119444,2023-03-23,Amit Gupta,Female,32,amit10@example.com,9602097685,Lucknow,Uttar Pradesh,India,151458,46023,New,17,Mobile Mobile App,1993-12-16,PAY-30010,Success,293.24,0.0,,2023-03-23,Sports,Outdoor,Asics,SKU-SPO-0182,14568,17603,0.172414,37,214,93,4.1,Active,2025-02-07
ORD-011,0000-11,PD-309,Herbalsco Haircare Model 309,4,14490,4018,308,50,UPI,Delivered,54300,2023-04-08,Priya Mehta,Male,31,priya11@example.com,9602097686,Mumbai,Maharashtra,India,765142,44864,Elite,552,Mobile Mobile App,1995-02-02,PAY-30011,Success,282.33,0.0,,2023-04-08,Beauty,Haircare,Herbalsco,SKU-BEA-0309,20828,28199,0.261392,47,569,58,4.1,Active,2023-09-22
ORD-011,0000-11,PD-309,Herbalsco Haircare Model 309,4,14490,4018,308,50,UPI,Delivered,54300,2023-04-08,Priya Mehta,Male,31,priya11@example.com,9602097686,Mumbai,Maharashtra,India,765142,44864,Elite,552,Mobile Mobile App,1995-02-02,PAY-30011,Success,282.33,0.0,,2023-04-08,Beauty,Haircare,Herbalsco,SKU-BEA-0309,20828,28199,0.261392,47,569,58,4.1,Active,2023-09-22
ORD-012,0000-12,PD-255,Huawei Mobile Model 255,1,25198,4336,1186,100,UPI,Cancelled,22148,2023-12-31,Vikas Iyer,Other,30,vikas12@example.com,9602097687,Delhi,Delhi,India,105001,45466,New,17,Desktop site,1996-01-24,PAY-30012,Failed,266.0,18086.0,2023-12-02,2023-12-31,Electronics,Mobile,Huawei,SKU-ELE-0255,27895,38775,0.280593,50,872,172,2.7,Active,2022-12-17
ORD-012,0000-12,PD-255,Huawei Mobile Model 255,1,25198,4336,1186,100,UPI,Cancelled,22148,2023-12-31,Vikas Iyer,Other,30,vikas12@example.com,9602097687,Delhi,Delhi,India,105001,45466,New,17,Desktop site,1996-01-24,PAY-30012,Failed,266.0,18086.0,2023-12-02,2023-12-31,Electronics,Mobile,Huawei,SKU-ELE-0255,27895,38775,0.280593,50,872,172,2.7,Active,2022-12-17
ORD-013,0000-13,PD-179,Adidas Watches Model 179,2,39116,2493,1105,100,Credit Card,Delivered,76944,2023-09-06,Rahul Kumar,Female,56,rahul13@example.com,9602097688,Bengaluru,Karnataka,India,671145,46033,New,17,Desktop site,1969-08-07,PAY-30013,Success,219.71,0.0,,2023-09-06,Fashion,Watches,Adidas,SKU-FAS-0179,18942,29494,0.357768,11,191,86,2.8,Active,2025-10-10
ORD-013,0000-13,PD-179,Adidas Watches Model 179,2,39116,2493,1105,100,Credit Card,Delivered,76944,2023-09-06,Rahul Kumar,Female,56,rahul13@example.com,9602097688,Bengaluru,Karnataka,India,671145,46033,New,17,Desktop site,1969-08-07,PAY-30013,Success,219.71,0.0,,2023-09-06,Fashion,Watches,Adidas,SKU-FAS-0179,18942,29494,0.357768,11,191,86,2.8,Active,2025-10-10
ORD-014,0000-14,PD-344,Durian Furniture Model 344,2,38403,482,1399,0,Net Banking,Delivered,77723,2023-04-16,Ritu Singh,Female,61,ritu14@example.com,9602097689,Jaipur,Rajasthan,India,360525,45425,New,17,Mobile Mobile App,1964-12-12,PAY-30014,Success,26.6,0.0,,2023-04-16,Home,Furniture,Durian,SKU-HOM-0344,20742,24904,0.167122,14,883,193,3.6,Discontinued,2024-09-05
ORD-014,0000-14,PD-344,Durian Furniture Model 344,2,38403,482,1399,0,Net Banking,Delivered,77723,2023-04-16,Ritu Singh,Female,61,ritu14@example.com,9602097689,Jaipur,Rajasthan,India,360525,45425,New,17,Mobile Mobile App,1964-12-12,PAY-30014,Success,26.6,0.0,,2023-04-16,Home,Furniture,Durian,SKU-HOM-0344,20742,24904,0.167122,14,883,193,3.6,Discontinued,2024-09-05
ORD-015,0000-15,PD-470,Samsung TV Model 470,3,33670,539,1943,100,Net Banking,Delivered,102514,2023-05-26,Priya Gupta,Male,59,priya15@example.com,9602097690,Delhi,Delhi,India,969145,45776,New,17,Desktop site,1966-09-20,PAY-30015,Success,75.87,0.0,,2023-05-26,Electronics,TV,Samsung,SKU-ELE-0470,26911,40220,0.330905,38,1916,35,2.6,Active,2024-10-30
ORD-015,0000-15,PD-470,Samsung TV Model 470,3,33670,539,1943,100,Net Banking,Delivered,102514,2023-05-26,Priya Gupta,Male,59,priya15@example.com,9602097690,Delhi,Delhi,India,969145,45776,New,17,Desktop site,1966-09-20,PAY-30015,Success,75.87,0.0,,2023-05-26,Electronics,TV,Samsung,SKU-ELE-0470,26911,40220,0.330905,38,1916,35,2.6,Active,2024-10-30
ORD-016,0000-16,PD-204,Aqualogica Skincare Model 204,3,23147,294,104,50,Credit Card,Cancelled,69301,2023-11-09,Ritu Iyer,Other,24,ritu16@example.com,9602097691,Pune,Maharashtra,India,197945,45520,New,17,Mobile Mobile App,2001-05-29,PAY-30016,Success,227.96,0.0,,2023-11-09,Beauty,Skincare,Aqualogica,SKU-BEA-0204,8036,18633,0.568722,55,1412,144,3.4,Active,2024-06-28
ORD-016,0000-16,PD-204,Aqualogica Skincare Model 204,3,23147,294,104,50,Credit Card,Cancelled,69301,2023-11-09,Ritu Iyer,Other,24,ritu16@example.com,9602097691,Pune,Maharashtra,India,197945,45520,New,17,Mobile Mobile App,2001-05-29,PAY-30016,Success,227.96,0.0,,2023-11-09,Beauty,Skincare,Aqualogica,SKU-BEA-0204,8036,18633,0.568722,55,1412,144,3.4,Active,2024-06-28
ORD-017,0000-17,PD-112,Roadster Clothing Model 112,4,30846,601,1166,0,COD,Delivered,123949,2023-08-02,Kiran Singh,Other,46,kiran17@example.com,9602097692,Bengaluru,Karnataka,India,484567,45056,New,17,Desktop site,1979-11-22,PAY-30017,Success,13.64,0.0,,2023-08-02,Fashion,Clothing,Roadster,SKU-FAS-0112,27409,31121,0.119276,14,59,111,2.6,Active,2023-12-16
ORD-017,0000-17,PD-112,Roadster Clothing Model 112,4,30846,601,1166,0,COD,Delivered,123949,2023-08-02,Kiran Singh,Other,46,kiran17@example.com,9602097692,Bengaluru,Karnataka,India,484567,45056,New,17,Desktop site,1979-11-22,PAY-30017,Success,13.64,0.0,,2023-08-02,Fashion,Clothing,Roadster,SKU-FAS-0112,27409,31121,0.119276,14,59,111,2.6,Active,2023-12-16
ORD-018,0000-18,PD-415,Roadster Shoes Model 415,4,4022,1861,629,0,COD,Delivered,14856,2023-05-07,Pooja Kumar,Other,55,pooja18@example.com,9602097693,Ahmedabad,Gujarat,India,469323,45062,New,17,Desktop site,1970-08-27,PAY-30018,Success,70.6,0.0,,2023-05-07,Fashion,Shoes,Roadster,SKU-FAS-0415,17278,22847,0.243752,4,366,144,3.0,Active,2025-11-02
ORD-018,0000-18,PD-415,Roadster Shoes Model 415,4,4022,1861,629,0,COD,Delivered,14856,2023-05-07,Pooja Kumar,Other,55,pooja18@example.com,9602097693,Ahmedabad,Gujarat,India,469323,45062,New,17,Desktop site,1970-08-27,PAY-30018,Success,70.6,0.0,,2023-05-07,Fashion,Shoes,Roadster,SKU-FAS-0415,17278,22847,0.243752,4,366,144,3.0,Active,2025-11-02
ORD-019,0000-19,PD-239,Hindware Kitchen Model 239,2,30770,3848,431,100,Net Banking,Delivered,58223,2023-03-31,Aarav Kumar,Female,49,aarav19@example.com,9602097694,Jaipur,Rajasthan,India,676181,45265,Elite,552,Mobile Mobile App,1976-05-11,PAY-30019,Success,129.5,0.0,,2023-03-31,Home,Kitchen,Hindware,SKU-HOM-0239,12211,18098,0.325285,12,1468,75,4.0,Active,2024-07-06
ORD-019,0000-19,PD-239,Hindware Kitchen Model 239,2,30770,3848,431,100,Net Banking,Delivered,58223,2023-03-31,Aarav Kumar,Female,49,aarav19@example.com,9602097694,Jaipur,Rajasthan,India,676181,45265,Elite,552,Mobile Mobile App,1976-05-11,PAY-30019,Success,129.5,0.0,,2023-03-31,Home,Kitchen,Hindware,SKU-HOM-0239,12211,18098,0.325285,12,1468,75,4.0,Active,2024-07-06
ORD-020,0000-20,PD-143,Iconic Haircare Model 143,3,20338,1368,1196,0,COD,Delivered,60842,2023-12-11,Kiran Singh,Other,18,kiran20@example.com,9602097695,Lucknow,Uttar Pradesh,India,221538,45336,New,17,Desktop site,2007-04-16,PAY-30020,Success,219.65,0.0,,2023-12-11,Beauty,Haircare,Iconic,SKU-BEA-0143,15444,26315,0.41311,5,1474,81,3.2,Discontinued,2024-06-27
ORD-020,0000-20,PD-143,Iconic Haircare Model 143,3,20338,1368,1196,0,COD,Delivered,60842,2023-12-11,Kiran Singh,Other,18,kiran20@example.com,9602097695,Lucknow,Uttar Pradesh,India,221538,45336,New,17,Desktop site,2007-04-16,PAY-30020,Success,219.65,0.0,,2023-12-11,Beauty,Haircare,Iconic,SKU-BEA-0143,15444,26315,0.41311,5,1474,81,3.2,Discontinued,2024-06-27
ORD-021,0000-21,PD-091,Philips Tablet Model 91,3,33518,1812,323,100,Net Banking,Delivered,99165,2023-11-15,Ritu Gupta,Male,48,ritu21@example.com,9602097696,Mumbai,Maharashtra,India,534715,45360,Elite,552,Mobile Mobile App,1977-07-21,PAY-30021,Success,274.13,0.0,,2023-11-15,Electronics,Tablet,Philips,SKU-ELE-0091,12357,16602,0.255692,39,783,131,2.6,Active,2023-10-08
ORD-021,0000-21,PD-091,Philips Tablet Model 91,3,33518,1812,323,100,Net Banking,Delivered,99165,2023-11-15,Ritu Gupta,Male,48,ritu21@example.com,9602097696,Mumbai,Maharashtra,India,534715,45360,Elite,552,Mobile Mobile App,1977-07-21,PAY-30021,Success,274.13,0.0,,2023-11-15,Electronics,Tablet,Philips,SKU-ELE-0091,12357,16602,0.255692,39,783,131,2.6,Active,2023-10-08
ORD-022,0000-22,PD-393,IKEA Furniture Model 393,3,13819,969,578,150,COD,Delivered,41216,2023-06-02,Ananya Das,Female,30,ananya22@example.com,9602097697,Delhi,Delhi,India,360291,45119,Elite,552,Desktop site,1995-09-11,PAY-30022,Success,62.24,0.0,,2023-06-02,Home,Furniture,IKEA,SKU-HOM-0393,19166,25711,0.25456,10,698,90,4.4,Active,2023-09-14
ORD-022,0000-22,PD-393,IKEA Furniture Model 393,3,13819,969,578,150,COD,Delivered,41216,2023-06-02,Ananya Das,Female,30,ananya22@example.com,9602097697,Delhi,Delhi,India,360291,45119,Elite,552,Desktop site,1995-09-11,PAY-30022,Success,62.24,0.0,,2023-06-02,Home,Furniture,IKEA,SKU-HOM-0393,19166,25711,0.25456,10,698,90,4.4,Active,2023-09-14
ORD-023,0000-23,PD-415,Roadster Shoes Model 415,1,27468,1891,555,0,Net Banking,Delivered,26132,2023-12-20,Ananya Patel,Male,39,ananya23@example.com,9602097698,Bengaluru,Karnataka,India,975602,45990,VIP,7820 pts,Desktop site,1986-09-22,PAY-30023,Success,210.26,0.0,,2023-12-20,Fashion,Shoes,Roadster,SKU-FAS-0415,17278,22847,0.243752,4,366,144,3.0,Active,2025-11-02
ORD-023,0000-23,PD-415,Roadster Shoes Model 415,1,27468,1891,555,0,Net Banking,Delivered,26132,2023-12-20,Ananya Patel,Male,39,ananya23@example.com,9602097698,Bengaluru,Karnataka,India,975602,45990,VIP,7820 pts,Desktop site,1986-09-22,PAY-30023,Success,210.26,0.0,,2023-12-20,Fashion,Shoes,Roadster,SKU-FAS-0415,17278,22847,0.243752,4,366,144,3.0,Active,2025-11-02
ORD-024,0000-24,PD-210,Lenovo TV Model 210,4,21803,3430,1549,50,COD,Delivered,85381,2023-06-01,Kavita Das,Other,58,kavita24@example.com,9602097699,Jaipur,Rajasthan,India,237029,45411,New,17,Desktop site,1968-02-10,PAY-30024,Success,236.26,0.0,,2023-06-01,Electronics,TV,Lenovo,SKU-ELE-0210,3649,16548,0.77949,56,1981,115,2.9,Active,2023-01-09
ORD-024,0000-24,PD-210,Lenovo TV Model 210,4,21803,3430,1549,50,COD,Delivered,85381,2023-06-01,Kavita Das,Other,58,kavita24@example.com,9602097699,Jaipur,Rajasthan,India,237029,45411,New,17,Desktop site,1968-02-10,PAY-30024,Success,236.26,0.0,,2023-06-01,Electronics,TV,Lenovo,SKU-ELE-0210,3649,16548,0.77949,56,1981,115,2.9,Active,2023-01-09
ORD-025,0000-25,PD-329,FabIndia Shoes Model 329,3,17538,1284,1288,50,UPI,Delivered,52668,2023-08-28,Sneha Das,Female,34,sneha25@example.com,9602097700,Delhi,Delhi,India,368380,45968,New,17,Mobile App,1991-11-09,PAY-30025,Failed,197.86,8194.0,2023-04-08,2023-08-28,Fashion,Shoes,FabIndia,SKU-FAS-0329,24030,24502,0.0192637,22,1526,131,4.0,Active,2023-11-19
ORD-025,0000-25,PD-329,FabIndia Shoes Model 329,3,17538,1284,1288,50,UPI,Delivered,52668,2023-08-28,Sneha Das,Female,34,sneha25@example.com,9602097700,Delhi,Delhi,India,368380,45968,New,17,Mobile App,1991-11-09,PAY-30025,Failed,197.86,8194.0,2023-04-08,2023-08-28,Fashion,Shoes,FabIndia,SKU-FAS-0329,24030,24502,0.0192637,22,1526,131,4.0,Active,2023-11-19
ORD-026,0000-26,PD-420,Boat Laptop Model 420,2,4801,4869,233,100,UPI,Delivered,5066,2023-05-12,Suresh Gupta,Other,44,suresh26@example.com,9602097701,Pune,Maharashtra,India,524158,44902,New,21,Desktop site,1981-07-03,PAY-30026,Success,176.9,0.0,,2023-05-12,Electronics,Laptop,Boat,SKU-ELE-0420,13257,26191,0.493834,52,480,192,3.3,Active,2023-02-07
ORD-026,0000-26,PD-420,Boat Laptop Model 420,2,4801,4869,233,100,UPI,Delivered,5066,2023-05-12,Suresh Gupta,Other,44,suresh26@example.com,9602097701,Pune,Maharashtra,India,524158,44902,New,21,Desktop site,1981-07-03,PAY-30026,Success,176.9,0.0,,2023-05-12,Electronics,Laptop,Boat,SKU-ELE-0420,13257,26191,0.493834,52,480,192,3.3,Active,2023-02-07
ORD-027,0000-27,PD-145,Cobb Watches Model 145,1,36480,1347,968,100,Credit Card,Returned,36201,2023-02-20,Sneha Verma,Other,28,sneha27@example.com,9602097702,Bengaluru,Karnataka,India,398785,45456,New,21,Desktop site,1997-10-29,PAY-30027,Success,246.66,0.0,,2023-02-20,Fashion,Watches,Cobb,SKU-FAS-0145,23507,32063,0.26685,59,1645,53,4.2,Active,2024-10-06
ORD-027,0000-27,PD-145,Cobb Watches Model 145,1,36480,1347,968,100,Credit Card,Returned,36201,2023-02-20,Sneha Verma,Other,28,sneha27@example.com,9602097702,Bengaluru,Karnataka,India,398785,45456,New,21,Desktop site,1997-10-29,PAY-30027,Success,246.66,0.0,,2023-02-20,Fashion,Watches,Cobb,SKU-FAS-0145,23507,32063,0.26685,59,1645,53,4.2,Active,2024-10-06
ORD-028,0000-28,PD-200,Lenovo Laptop Model 200,2,1106,3455,1754,0,COD,Delivered,511,2023-07-07,Rohan Gupta,Female,49,rohan28@example.com,9602097703,Ahmedabad,Gujarat,India,571773,45877,Elite,552,Mobile App,1976-09-17,PAY-30028,Success,239.94,0.0,,2023-07-07,Electronics,Laptop,Lenovo,SKU-ELE-0200,2538,12497,0.796911,25,342,42,3.9,Active,2025-05-12
ORD-028,0000-28,PD-200,Lenovo Laptop Model 200,2,1106,3455,1754,0,COD,Delivered,511,2023-07-07,Rohan Gupta,Female,49,rohan28@example.com,9602097703,Ahmedabad,Gujarat,India,571773,45877,Elite,552,Mobile App,1976-09-17,PAY-30028,Success,239.94,0.0,,2023-07-07,Electronics,Laptop,Lenovo,SKU-ELE-0200,2538,12497,0.796911,25,342,42,3.9,Active,2025-05-12
ORD-029,0000-29,PD-323,Sports Sun Fitness Model 323,3,24741,4111,1697,150,Debit Card,Delivered,71959,2023-08-30,Priya Sharma,Other,31,priya29@example.com,9602097704,Jaipur,Rajasthan,India,367416,44956,New,21,Mobile App,1995-01-19,PAY-30029,Success,247.76,0.0,,2023-08-30,Sports,Fitness,Sports Sun,SKU-SPO-0323,3380,8313,0.593408,20,145,142,3.3,Active,2023-09-13
ORD-029,0000-29,PD-323,Sports Sun Fitness Model 323,3,24741,4111,1697,150,Debit Card,Delivered,71959,2023-08-30,Priya Sharma,Other,31,priya29@example.com,9602097704,Jaipur,Rajasthan,India,367416,44956,New,21,Mobile App,1995-01-19,PAY-30029,Success,247.76,0.0,,2023-08-30,Sports,Fitness,Sports Sun,SKU-SPO-0323,3380,8313,0.593408,20,145,142,3.3,Active,2023-09-13
ORD-030,0000-30,PD-279,Adidas Outdoor Model 279,3,28687,2884,1368,50,UPI,Delivered,84595,2023-09-11,Rahul Mehta,Male,62,rahul30@example.com,9602097705,Lucknow,Uttar Pradesh,India,854601,45390,VIP,7814 pts,Mobile Mobile App,1963-11-04,PAY-30030,Success,105.57,0.0,,2023-09-11,Sports,Outdoor,Adidas,SKU-SPO-0279,25024,25735,0.0276277,10,531,156,2.9,Active,2024-08-15
ORD-030,0000-30,PD-279,Adidas Outdoor Model 279,3,28687,2884,1368,50,UPI,Delivered,84595,2023-09-11,Rahul Mehta,Male,62,rahul30@example.com,9602097705,Lucknow,Uttar Pradesh,India,854601,45390,VIP,7814 pts,Mobile Mobile App,1963-11-04,PAY-30030,Success,105.57,0.0,,2023-09-11,Sports,Outdoor,Adidas,SKU-SPO-0279,25024,25735,0.0276277,10,531,156,2.9,Active,2024-08-15
ORD-031,0000-31,PD-362,MamaEarth Haircare Model 362,3,8858,1009,1180,0,UPI,Delivered,26745,2023-08-27,Vikas Kumar,Other,20,vikas31@example.com,9602097706,Mumbai,Maharashtra,India,253296,45471,Elite,552,Mobile App,2005-04-19,PAY-30031,Success,264.72,0.0,,2023-08-27,Beauty,Haircare,MamaEarth,SKU-BEA-0362,15684,21307,0.263904,37,1086,85,4.3,Active,2022-05-10
ORD-031,0000-31,PD-362,MamaEarth Haircare Model 362,3,8858,1009,1180,0,UPI,Delivered,26745,2023-08-27,Vikas Kumar,Other,20,vikas31@example.com,9602097706,Mumbai,Maharashtra,India,253296,45471,Elite,552,Mobile App,2005-04-19,PAY-30031,Success,264.72,0.0,,2023-08-27,Beauty,Haircare,MamaEarth,SKU-BEA-0362,15684,21307,0.263904,37,1086,85,4.3,Active,2022-05-10
